Nr;DateTime;SPY Open;SPY High;SPY Low;SPY Close;SPY Volume;SPY Yield C/O;^GDAXI Open;^GDAXI High;^GDAXI Low;^GDAXI Close;^GDAXI Volume;^GDAXI Yield C/O
397;2006/10/09 12:00:000;134,85;136,71;134,3;136,63;62950900;1,3113492764657553;6064,88;6188,69;6054,67;6173,68;0;1,7780337935946682
398;2006/10/16 12:00:000;136,52;137,37;135,67;136,84;66355900;0,23412360708976887;6178,36;6218,57;6106,19;6202,82;0;0,3951163269062047
399;2006/10/23 12:00:000;136,56;139,0;136,39;137,91;68928300;0,9837220000061141;6216,46;6304,78;6185,51;6262,54;0;0,738524071484038
400;2006/10/30 12:00:000;137,66;138,31;135,62;136,54;67207400;-0,816926498008395;6230,86;6311,93;6201,0;6241,15;69015800;0,16500952668918262
401;2006/11/06 12:00:000;136,96;139,14;136,86;138,24;71809500;0,9302392662313631;6249,92;6366,65;6249,92;6357,77;0;1,7109023270127695
402;2006/11/13 12:00:000;138,18;140,68;138,07;140,42;73138800;1,6080748528453876;6350,65;6452,13;6344,1;6412,36;0;0,9670208029212356
403;2006/11/20 12:00:000;140,3;141,16;139,94;140,35;49261300;0,035631569947602526;6394,08;6497,06;6367,2;6411,96;0;0,2792434135541342
404;2006/11/27 12:00:000;140,28;141,05;138,11;140,22;98261400;-0,04278074931558095;6400,49;6419,97;6195,81;6241,13;0;-2,5213294204709804
405;2006/12/04 12:00:000;140,25;142,3;140,23;141,42;71384700;0,8307641773289012;6258,91;6440,56;6230,3;6427,41;0;2,6565609180787146
406;2006/12/11 12:00:000;141,42;143,24;140,89;142,34;61672700;0,6484375695030353;6449,76;6605,15;6447,94;6588,83;0;2,1332870209051147
407;2006/12/18 12:00:000;142,54;142,88;140,67;140,75;53243000;-1,2637395053924798;6588,25;6615,68;6493,99;6503,13;0;-1,3004159918553226
412;2007/01/08 12:00:000;140,82;143,24;140,25;143,24;65922100;1,7039066039244999;6603,55;6705,17;6531,25;6705,17;0;1,5271487410188378
415;2007/01/22 12:00:000;143,07;143,98;141,58;142,13;62198400;-0,6591889227322201;6753,73;6771,42;6627,96;6690,34;0;-0,9430249882659475
416;2007/01/29 12:00:000;142,19;144,95;141,74;144,81;69462000;1,8258346932228116;6702,45;6904,88;6683,38;6885,76;0;2,6982379786221724
417;2007/02/05 12:00:000;144,7;145,36;143,39;143,94;61636300;-0,5266087557779917;6878,67;6928,98;6849,85;6911,11;0;0,47049423329839524
418;2007/02/12 12:00:000;143,94;145,95;143,19;145,73;54867000;1,2359048465946982;6892,03;6979,02;6844,39;6957,07;0;0,939273717002981
421;2007/02/26 12:00:000;145,83;145,95;138,05;138,67;179319600;-5,0344549959701075;6992,12;7040,2;6544,28;6603,32;0;-5,72112478192766
422;2007/03/05 12:00:000;137,93;141,42;137,33;140,78;125577000;2,0452078092557033;6510,95;6745,06;6437,25;6716,52;0;3,108478834457537
423;2007/03/12 12:00:000;140,42;141,34;136,75;138,53;151358600;-1,3551022919315043;6727,57;6752,18;6444,7;6579,87;0;-2,2199020315523748
424;2007/03/19 12:00:000;139,26;143,81;139,15;143,39;104807200;2,922550121254704;6622,76;6902,62;6614,14;6899,06;0;4,0872968947169195
425;2007/03/26 12:00:000;143,5;143,65;140,56;142,0;126837300;-1,0507977598415092;6899,33;6965,84;6788,33;6917,03;0;0,2562181310133696
426;2007/04/02 12:00:000;142,16;144,44;141,48;144,24;68163000;1,4525395048666034;6911,13;7103,73;6891,8;7099,91;0;2,694895238643933
429;2007/04/16 12:00:000;145,83;148,62;145,82;148,62;101379100;1,8951153003849308;7229,06;7366,59;7155,05;7342,54;0;1,557581792470009
430;2007/04/23 12:00:000;148,37;149,8;147,32;149,53;99418600;0,7787887633050045;7348,01;7412,53;7218,72;7378,12;0;0,4089335346073603
431;2007/04/30 12:00:000;149,64;151,12;147,67;150,92;101065000;0,8517485616164318;7369,24;7526,51;7361,36;7516,76;0;1,9820613930833633
432;2007/05/07 12:00:000;150,88;152,82;149,27;150,86;102628400;-0,013256445966239065;7523,95;7538,59;7304,61;7479,34;0;-0,594671321601521
433;2007/05/14 12:00:000;150,86;152,62;149,79;152,62;120636400;1,1598917436002256;7505,0;7613,62;7418,26;7607,54;0;1,3570395658850174
434;2007/05/21 12:00:000;152,58;153,5;150,74;151,69;132300400;-0,5850084058502368;7614,04;7774,36;7599,49;7739,2;0;1,6304411659644829
435;2007/05/29 12:00:000;151,94;154,4;151,34;154,08;108418000;1,398624197474009;7758,86;8001,63;7675,89;7987,85;0;2,908622102329544
436;2007/06/04 12:00:000;153,54;154,39;149,06;151,04;155464800;-1,6416417002561936;7973,68;8010,39;7499,43;7590,5;0;-4,924865233940594
437;2007/06/11 12:00:000;150,93;153,66;149,55;153,07;165909800;1,407917993227881;7623,33;8032,97;7595,69;8030,64;0;5,205094379106182
438;2007/06/18 12:00:000;153,38;153,58;149,85;150,55;157347100;-1,8623247408970243;8044,73;8131,73;7905,18;7949,63;0;-1,189183196033121
439;2007/06/25 12:00:000;150,24;151,65;148,06;150,43;200300900;0,12638442497796923;7896,91;8007,74;7750,62;8007,32;0;1,3884579604950413
440;2007/07/02 12:00:000;150,87;153,17;150,77;152,98;81948300;1,3888655041736866;7969,27;8115,06;7916,47;8048,32;0;0,9870478866678115
441;2007/07/09 12:00:000;153,16;155,46;150,52;154,85;134799000;1,0973779810117998;8077,18;8151,57;7799,93;8092,77;0;0,19282687739402962
442;2007/07/16 12:00:000;154,99;155,53;152,83;153,5;170636500;-0,966003168170759;8101,53;8130,72;7864,18;7874,85;0;-2,837879581878096
443;2007/07/23 12:00:000;154,18;154,72;145,05;145,11;306742100;-6,06286755281146;7880,29;7944,21;7372,89;7451,68;0;-5,592519489795357
444;2007/07/30 12:00:000;145,93;149,46;143,2;143,8;344364100;-1,4703609392707986;7460,71;7632,83;7386,6;7435,67;0;-0,3361893773412098
445;2007/08/06 12:00:000;144,21;150,59;142,53;144,71;320223900;0,34611691759223756;7390,88;7614,24;7293,52;7343,26;0;-0,6463921994216038
446;2007/08/13 12:00:000;146,5;146,89;137,0;144,71;340969500;-1,229368870722057;7380,18;7497,65;7190,36;7378,29;0;-0,02561241118262891
447;2007/08/20 12:00:000;145,17;148,33;143,29;148,33;170072100;2,153405186218427;7400,45;7591,52;7345,13;7507,27;0;1,4331075203387194
448;2007/08/27 12:00:000;147,85;148,5;143,46;147,59;183552800;-0,17600871048016317;7525,59;7659,72;7353,82;7638,17;0;1,4848832813995816
451;2007/09/10 12:00:000;146,52;149,45;144,33;148,9;155986400;1,61130017793496;7437,69;7545,23;7369,7;7497,74;0;0,8041325034983584
452;2007/09/17 12:00:000;148,31;154,39;147,63;151,97;176810900;2,4378455191642607;7497,09;7809,24;7433,23;7794,43;0;3,8894430787970022
453;2007/09/24 12:00:000;152,42;153,19;150,47;152,58;130674500;0,10491804241119583;7777,2;7882,18;7717,44;7861,51;0;1,0782323709729824
454;2007/10/01 12:00:000;152,6;156,1;152,5;155,85;118328200;2,1073887362989514;7851,29;8014,16;7831,4;8002,18;0;1,9036155054840662
455;2007/10/08 12:00:000;155,39;157,52;154,54;156,33;125024300;0,6031071790590395;8008,76;8063,83;7955,04;8041,26;0;0,4049844725429513
456;2007/10/15 12:00:000;156,27;156,48;149,66;149,67;197980400;-4,31524098841543;8039,8;8039,8;7870,73;7884,12;0;-1,9553597384788821
457;2007/10/22 12:00:000;148,86;153,62;148,66;153,62;236525500;3,147575363877115;7819,28;7970,57;7763,64;7949,17;0;1,6475041993079875
458;2007/10/29 12:00:000;153,93;155,27;149,21;151,2;225009200;-1,7894489876550643;7989,4;8038,41;7792,37;7849,49;0;-1,7667101560234482
459;2007/11/05 12:00:000;149,64;152,11;144,89;145,14;272707200;-3,053361562995454;7790,89;7918,92;7701,87;7812,4;0;0,27571125866392493
460;2007/11/12 12:00:000;145,21;149,4;143,7;145,79;247329100;0,3986259574084448;7780,49;7866,01;7564,66;7612,26;0;-2,185921276672827
461;2007/11/19 12:00:000;145,28;145,53;141,67;144,13;254803500;-0,7947244757971773;7608,2;7634,46;7474,51;7608,96;0;0,009988723265475915
462;2007/11/26 12:00:000;144,43;149,87;140,66;148,66;237808900;2,886685818407201;7642,1;7894,47;7444,62;7870,52;0;2,9451699425343154
463;2007/12/03 12:00:000;148,19;151,5;146,31;150,91;151506300;1,818839842837201;7859,39;8009,76;7785,12;7994,07;0;1,6991021531264847
464;2007/12/10 12:00:000;151,28;152,89;147,1;147,17;218680100;-2,754404317418063;7972,7;8117,79;7873,27;7948,36;0;-0,30575877438521104
465;2007/12/17 12:00:000;146,61;148,42;143,96;148,13;196530800;1,031426664378742;7884,17;8015,42;7777,4;8002,67;0;1,4918284281141554
470;2008/01/07 12:00:000;141,81;142,9;137,7;140,15;293191800;-1,177485586245735;7810,82;7923,44;7675,45;7717,95;0;-1,1961167205931609
471;2008/01/14 12:00:000;141,16;141,86;131,1;132,06;307112400;-6,6637634040644;7692,54;7759,17;7287,29;7314,17;0;-5,043746551803744
474;2008/01/28 12:00:000;133,26;139,61;132,06;139,58;254473300;4,63358064546147;6749,29;7037,16;6680,3;6968,67;0;3,198707460696695
475;2008/02/04 12:00:000;139,21;139,3;131,73;133,07;236276200;-4,510827884482487;7018,64;7059,19;6655,65;6767,28;0;-3,6470233409353847
476;2008/02/11 12:00:000;133,1;137,06;132,04;135,14;199283400;1,5210552722962587;6723,97;7062,08;6690,77;6832,43;0;1,6001639709322377
477;2008/02/19 12:00:000;136,72;137,01;132,86;135,62;192954400;-0,8078181551639337;6947,68;7079,74;6762,77;6806,29;0;-2,056060626591989
478;2008/02/25 12:00:000;135,54;139,14;132,78;133,82;198893900;-1,2771186353296018;6850,92;7017,7;6698,55;6748,13;0;-1,5117520359604684
479;2008/03/03 12:00:000;133,14;134,77;128,58;129,71;263404800;-2,610001681997567;6692,98;6720,16;6450,88;6513,99;0;-2,710704421960437
480;2008/03/10 12:00:000;129,84;133,77;127,59;129,61;328495400;-0,17729817710519954;6487,11;6666,58;6391,56;6451,9;0;-0,5442470005260334
481;2008/03/17 12:00:000;126,57;134,65;126,07;132,08;332755000;4,261228480751566;6360,92;6469,99;6167,82;6319,99;0;-0,6455395099654198
484;2008/03/31 12:00:000;131,29;137,96;131,09;136,89;202496300;4,176906666140184;6530,11;6806,66;6429,62;6763,39;0;3,5100455170387908
485;2008/04/07 12:00:000;137,87;138,57;133,01;133,38;182946900;-3,3109014979377474;6802,55;6843,25;6570,74;6603,57;0;-2,9687130002435507
486;2008/04/14 12:00:000;133,19;139,56;132,33;138,48;184075200;3,894923065501448;6561,9;6860,38;6516,51;6843,08;0;4,195772751445528
487;2008/04/21 12:00:000;138,23;139,89;136,9;139,6;178846300;0,9862225852006331;6840,68;6945,25;6656,86;6896,58;0;0,8138494655384083
488;2008/04/28 12:00:000;139,88;142,37;138,26;141,51;161677000;1,1585473769104815;6914,4;7092,82;6819,51;7043,23;0;1,8460678312175727
489;2008/05/05 12:00:000;141,05;142,2;138,45;138,9;165604200;-1,5360187687707199;7036,99;7107,53;6961,63;7003,17;0;-0,48176182339699875
490;2008/05/12 12:00:000;139,25;142,87;138,73;142,66;172014500;2,4193298042498528;7021,29;7205,96;7001,33;7156,55;0;1,9081059433661764
491;2008/05/19 12:00:000;142,81;144,3;137,52;137,64;189827600;-3,6873494535562235;7177,02;7231,86;6934,54;6944,05;0;-3,299907733076796
494;2008/06/02 12:00:000;139,83;140,89;136,22;136,29;264323500;-2,5642430613337783;7098,7;7102,05;6796,28;6803,81;0;-4,242891929756152
495;2008/06/09 12:00:000;136,86;137,5;133,52;136,15;253962200;-0,5201286404583125;6790,18;6839,32;6637,75;6765,32;0;-0,3667887996895712
496;2008/06/16 12:00:000;135,55;137,12;131,22;131,58;247382700;-2,9725544286822747;6773,43;6855,84;6547,4;6578,44;0;-2,920997043191521
497;2008/06/23 12:00:000;132,09;133,4;127,04;127,53;264289800;-3,513187739696371;6586,83;6628,72;6348,03;6421,91;0;-2,5356619671642195
498;2008/06/30 12:00:000;127,89;129,16;124,99;126,31;293720400;-1,2431316659344707;6423,37;6446,54;6200,56;6272,21;0;-2,381413746637912
499;2008/07/07 12:00:000;126,79;127,74;122,49;123,84;400546100;-2,3541764698439662;6312,32;6416,24;6139,74;6153,3;0;-2,5514756069606306
500;2008/07/14 12:00:000;125,26;126,42;120,02;125,98;367877300;0,5731587096516252;6184,65;6396,3;5999,32;6382,65;0;3,151295589732575
501;2008/07/21 12:00:000;126,51;129,15;124,85;125,48;259846200;-0,8174973104100807;6381,44;6577,1;6322,03;6436,71;0;0,8623762794491594
502;2008/07/28 12:00:000;125,51;128,6;123,42;126,16;269501900;0,5165505982428067;6428,36;6540,45;6264,74;6396,46;0;-0,49747389497052125
503;2008/08/04 12:00:000;126,04;129,93;124,76;129,37;231299300;2,6077199040736647;6403,3;6620,77;6322,01;6561,65;0;2,442861324255076
504;2008/08/11 12:00:000;129,47;131,51;127,67;130,17;227915100;0,5392094407812943;6570,52;6626,7;6369,58;6446,02;0;-1,9130090917520233
505;2008/08/18 12:00:000;130,43;130,48;126,34;129,65;188154400;-0,5998172397518311;6436,14;6485,91;6219,1;6342,42;22224200;-1,4668582446014728
506;2008/08/25 12:00:000;128,8;130,34;126,58;128,79;171738300;-0,007764276567447127;6332,94;6457,93;6238,07;6422,3;0;1,4011725688860766
509;2008/09/08 12:00:000;128,04;128,24;121,6;126,09;342707800;-1,5346777416527153;6262,34;6356,8;6086,3;6234,89;0;-0,43929805476568046
510;2008/09/15 12:00:000;121,63;128,0;113,8;124,12;593329800;2,0265189949834523;6138,42;6213,67;5812,77;6143,42;30068400;0,08142102936080944
511;2008/09/22 12:00:000;124,45;124,75;117,79;120,85;300685100;-2,9353921664109084;6188,58;6235,13;6001,01;6063,5;31677400;-2,04184670033592
512;2008/09/29 12:00:000;119,14;119,34;109,68;110,34;389527100;-7,673276435625665;6010,1;6015,59;5617,81;5797,03;70275500;-3,6095669909029704
513;2008/10/06 12:00:000;107,15;107,62;83,58;88,5;656315100;-19,122716990570225;5606,07;5606,07;4308,0;4544,31;85656600;-20,997403836328328
514;2008/10/13 12:00:000;93,87;105,53;86,54;93,21;534388000;-0,7055834275834841;4642,02;5383,79;4521,91;4781,33;86837500;2,9569134148189242
515;2008/10/20 12:00:000;95,35;99,1;84,0;87,04;474861500;-9,118654893879542;4891,76;4941,19;4014,6;4295,67;59049800;-12,994461831853846
516;2008/10/27 12:00:000;85,97;98,57;83,7;96,83;478894800;11,895846543708705;4143,45;5066,81;4062,77;4987,97;125469200;18,55002392239453
517;2008/11/03 12:00:000;96,78;100,86;90,06;93,86;359633900;-3,063605099890089;5053,94;5302,57;4751,24;4938,46;51430600;-2,31145954029567
518;2008/11/10 12:00:000;95,21;95,53;82,09;86,62;493619200;-9,455424251111925;5024,43;5135,15;4524,89;4710,24;38653600;-6,457315253117191
519;2008/11/17 12:00:000;86,38;88,56;74,34;79,52;606022200;-8,274760518423648;4700,5;4733,79;4034,96;4127,41;41489400;-13,001879442874115
520;2008/11/24 12:00:000;81,92;90,13;80,36;90,09;366465000;9,506600937215094;4167,71;4703,67;4154,55;4669,44;41332800;11,36724258483126
521;2008/12/01 12:00:000;87,51;88,42;81,86;87,93;455075600;0,47879708431710266;4653,12;4732,93;4304,03;4381,47;37695200;-6,015367782287177
522;2008/12/08 12:00:000;90,34;92,38;85,2;88,99;391991600;-1,5056326357687349;4548,87;4850,39;4521,52;4663,37;37570200;2,4859512267352555
523;2008/12/15 12:00:000;89,02;92,43;86,29;88,19;318467600;-0,9367485687618856;4718,39;4785,32;4627,46;4696,7;43910500;-0,4607505264759835
524;2008/12/22 12:00:000;88,58;88,67;85,49;87,16;150553500;-1,6160588418632988;4693,66;4718,6;4575,52;4629,38;13508200;-1,3789712068151498
525;2008/12/29 12:00:000;87,24;93,44;85,6;92,96;179401400;6,350635177017272;4660,17;4974,73;4655,91;4973,07;19678900;6,498542748514609
526;2009/01/05 12:00:000;92,63;94,45;85,36;89,09;288816800;-3,8965968533383606;5010,18;5111,02;4743,97;4783,89;30616100;-4,621781952214208
527;2009/01/12 12:00:000;88,84;88,91;81,72;85,06;400333300;-4,348010920073919;4765,38;4791,96;4295,76;4366,28;35109900;-8,746589409021666
530;2009/01/26 12:00:000;83,59;87,95;82,21;82,83;319910300;-0,9133581100892104;4165,71;4533,7;4145,12;4338,35;30912800;4,0607362214100275
531;2009/02/02 12:00:000;81,57;87,34;77,73;86,98;334677900;6,421665985700339;4309,17;4657,06;4198,15;4644,63;29316300;7,496640338493581
532;2009/02/09 12:00:000;86,96;87,74;81,05;82,76;372806200;-4,950338993561157;4627,83;4688,59;4371,47;4413,39;27702400;-4,744497408929213
533;2009/02/17 12:00:000;80,16;82,96;75,77;77,42;408979700;-3,477949218705255;4329,35;4329,7;4014,66;4014,66;30395800;-7,546475390038429
534;2009/02/23 12:00:000;78,27;79,67;73,81;73,93;420350500;-5,704568824773797;4057,25;4111,52;3764,69;3843,74;33318100;-5,405955327056383
535;2009/03/02 12:00:000;72,52;73,92;67,1;68,92;461797200;-5,0915974226921294;3817,51;3891,71;3638,0;3666,41;31379700;-4,03853959424628
536;2009/03/09 12:00:000;67,95;76,98;67,73;76,09;377991700;11,314470959127872;3677,07;4053,84;3588,89;3953,6;34270600;7,2510316855645005
537;2009/03/16 12:00:000;76,96;81,0;75,45;76,71;398066200;-0,3253728386246132;3990,83;4137,8;3947,28;4068,74;37791100;1,9334139895698796
538;2009/03/23 12:00:000;78,74;83,3;78,31;81,61;387267300;3,5800517965560155;4109,28;4272,12;4102,34;4203,55;31129300;2,2681575691853357
539;2009/03/30 12:00:000;79,8;84,61;77,96;84,26;365175500;5,438375209510744;4175,41;4456,3;3987,39;4384,99;33212900;4,897478824585959
540;2009/04/06 12:00:000;83,34;85,82;81,51;85,81;255967600;2,920692382472226;4421,71;4510,74;4228,89;4491,12;28730500;1,5575614755775358
541;2009/04/13 12:00:000;84,92;87,65;83,61;87,08;270004800;2,5117599531291352;4491,12;4686,29;4461,48;4676,84;26365500;4,052055433941742
542;2009/04/20 12:00:000;85,54;87,31;82,75;86,66;272156500;1,3008313513000747;4655,84;4674,73;4390,7;4674,32;38427100;0,39613520381538
543;2009/04/27 12:00:000;85,68;89,02;84,76;87,89;277308700;2,5466606437060424;4625,41;4837,22;4547,9;4769,45;31711200;3,0665978585028046
544;2009/05/04 12:00:000;88,55;93,22;88,38;92,98;287781400;4,881705203359619;4790,03;4980,3;4781,97;4913,9;37918000;2,553124942034502
545;2009/05/11 12:00:000;91,7;92,11;88,15;88,71;266315000;-3,3149756729923743;4907,29;4926,69;4653,25;4737,5;36476300;-3,5212284198905124
546;2009/05/18 12:00:000;89,55;92,8;88,26;89,02;231814400;-0,5936064919012567;4702,81;5060,76;4655,53;4918,75;31134200;4,489423078160063
549;2009/06/01 12:00:000;93,67;95,67;92,76;94,55;247358400;0,9350827883427273;4992,1;5177,59;4991,21;5077,03;26526400;1,6869782031408112
550;2009/06/08 12:00:000;93,84;96,11;93,04;95,08;243913400;1,312743814677303;5060,72;5133,4;4969,96;5069,24;22310800;0,1682139319209516
551;2009/06/15 12:00:000;93,96;94,02;90,83;92,04;220467000;-2,0645894623546788;5051,35;5051,35;4761,2;4839,46;38379800;-4,28523900383342
552;2009/06/22 12:00:000;91,14;92,24;88,85;91,84;219758200;0,7651146735519729;4837,28;4866,8;4669,8;4776,47;25498000;-1,265079932686794
553;2009/06/29 12:00:000;92,11;93,23;89,76;89,81;195680100;-2,5287187317285804;4768,11;4930,35;4685,27;4708,21;21836100;-1,2642206635685496
554;2009/07/06 12:00:000;88,94;89,93;87,0;87,96;191387300;-1,1079819395989956;4669,66;4703,3;4558,0;4576,31;20635300;-2,0193267353027466
555;2009/07/13 12:00:000;88,31;94,51;87,59;94,13;197903000;6,382345407841797;4564,94;5017,6;4524,01;4978,4;26785800;8,670318379533871
556;2009/07/20 12:00:000;94,68;98,14;94,19;98,06;198152800;3,507675157730388;5014,5;5301,91;5007,95;5229,36;26070900;4,195518410586903
557;2009/07/27 12:00:000;97,88;99,83;96,98;98,81;194655400;0,9456575632400668;5269,15;5396,95;5159,25;5332,14;31214200;1,1883599313898465
558;2009/08/03 12:00:000;99,85;102,03;99,31;101,2;190212500;1,3429696991541136;5330,87;5480,93;5309,35;5458,96;29191400;2,3743843548885315
559;2009/08/10 12:00:000;100,74;101,61;99,46;100,79;176663500;0,04962040492822668;5451,79;5455,27;5252,15;5309,11;25610500;-2,651978219763836
560;2009/08/17 12:00:000;98,85;103,13;98,11;102,97;200535600;4,083413405203353;5296,33;5478,18;5158,6;5462,74;26731800;3,093636751163335
561;2009/08/24 12:00:000;103,39;104,35;101,94;103,38;188892900;-0,009672583070848681;5482,6;5575,53;5432,06;5517,35;24820900;0,6318231555913412
562;2009/08/31 12:00:000;102,37;103,24;99,57;102,06;191078700;-0,3032825295854047;5474,62;5507,48;5263,11;5384,43;25318600;-1,6611411477418392
565;2009/09/14 12:00:000;103,88;108,06;103,15;106,72;187153200;2,6972195372766032;5599,58;5760,83;5532,3;5703,83;41063000;1,8446284092830671
566;2009/09/21 12:00:000;105,89;108,03;104,09;104,45;190732300;-1,3692331439788226;5698,53;5754,04;5559,47;5581,41;27410400;-2,076681419811254
567;2009/09/28 12:00:000;104,85;107,02;101,99;102,49;202598400;-2,2765524504457355;5595,36;5756,26;5442,32;5467,9;34455800;-2,304305238540812
568;2009/10/05 12:00:000;102,9;107,26;102,6;107,26;165976100;4,149815071477526;5477,81;5748,33;5440,23;5711,88;28699100;4,1842830365177015
569;2009/10/12 12:00:000;107,76;109,71;106,76;108,89;166617600;1,0431666255861005;5727,31;5885,78;5695,16;5743,39;35986900;0,28036668264591463
570;2009/10/19 12:00:000;109,07;110,31;107,5;108,08;208861600;-0,9118184288708034;5761,3;5888,21;5712,82;5740,25;31111800;-0,36603802970892874
571;2009/10/26 12:00:000;108,2;109,31;103,44;103,56;253566900;-4,383021152904423;5764,03;5799,42;5394,8;5414,96;39086900;-6,247138930527883
572;2009/11/02 12:00:000;104,13;107,4;103,08;107,13;216310300;2,8402931732662164;5410,61;5526,86;5312,64;5488,25;32038900;1,4247602660812522
573;2009/11/09 12:00:000;107,95;110,82;107,87;109,62;161793800;1,5351682657154055;5514,34;5726,38;5514,34;5686,83;25614100;3,0801003213442604
574;2009/11/16 12:00:000;110,38;111,69;109,01;109,43;171494700;-0,8643882581003423;5717,46;5843,27;5638,33;5663,15;29347600;-0,9544376317385819
575;2009/11/23 12:00:000;110,72;111,74;108,29;109,57;130499200;-1,0440877452057526;5689,38;5825,69;5519,48;5685,61;28050700;-0,06628577498598692
576;2009/11/30 12:00:000;109,48;112,38;108,12;111,01;179007200;1,3878403172077445;5691,84;5859,34;5607,82;5817,65;31781700;2,1862829928519774
577;2009/12/07 12:00:000;110,91;111,53;109,02;111,11;143153900;0,18016399792670362;5812,11;5812,69;5605,43;5756,29;25949600;-0,9650501922343369
578;2009/12/14 12:00:000;111,87;112,13;109,28;110,21;148177900;-1,4949846155388637;5803,2;5903,43;5752,21;5831,21;37299900;0,481503645077732
579;2009/12/21 12:00:000;110,76;112,6;110,76;112,48;90301900;1,5409729759593591;5841,81;5988,28;5841,69;5957,44;20381100;1,9600178273258093
580;2009/12/28 12:00:000;112,9;113,03;111,39;111,44;82964300;-1,301614168406619;5977,99;6026,69;5949,45;5957,43;11188800;-0,344521103343984
581;2010/01/04 12:00:000;112,37;114,62;111,51;114,57;120818500;1,938899198572334;5975,52;6058,02;5961,25;6037,61;27598100;1,0337114954967928
582;2010/01/11 12:00:000;115,08;115,14;113,2;113,64;151906600;-1,2591981697359962;6057,93;6094,26;5866,84;5875,97;34586400;-3,0497004785007293
585;2010/01/25 12:00:000;110,21;110,47;107,22;107,39;259350300;-2,5920568833325346;5662,85;5718,81;5540,33;5608,79;40086600;-0,959228905704347
586;2010/02/01 12:00:000;108,15;110,59;104,58;106,66;285445000;-1,387294722661171;5587,5;5733,71;5433,02;5434,34;39479600;-2,779388188295261
587;2010/02/08 12:00:000;106,74;108,25;105,81;108,04;266142500;1,2105558018616056;5476,47;5592,27;5434,4;5500,39;33089100;0,435826599998964
590;2010/02/22 12:00:000;111,55;111,58;108,94;110,74;189883700;-0,7287809483720461;5741,0;5743,89;5518,27;5598,46;31738700;-2,514185126382996
591;2010/03/01 12:00:000;111,2;114,34;111,17;114,25;154275200;2,7058647957831967;5652,85;5880,25;5641,18;5877,36;29233700;3,89478387394844
592;2010/03/08 12:00:000;114,26;115,97;113,87;115,46;155628500;1,0447596336470977;5891,74;5989,88;5838,17;5945,11;27098300;0,9017662919172341
593;2010/03/15 12:00:000;115,26;117,48;114,6;115,97;183205300;0,6141090960091464;5933,63;6041,95;5898,22;5982,43;40631300;0,8190672557982682
594;2010/03/22 12:00:000;115,31;118,17;115,24;116,58;198539300;1,0953578834378888;5960,85;6139,5;5910,85;6120,05;32388700;2,635717806748035
595;2010/03/29 12:00:000;117,17;118,25;116,61;117,8;150644900;0,5362399537422176;6150,17;6238,57;6108,23;6235,56;30230900;1,3788666943353214
596;2010/04/05 12:00:000;118,25;119,6;117,6;119,55;138503700;1,0933666532291335;6235,56;6265,32;6138,02;6249,7;23872600;0,2265071940111457
597;2010/04/12 12:00:000;119,7;121,57;118,75;119,36;181666700;-0,2844476108476821;6283,81;6310,76;6162,84;6180,9;39803200;-1,6512592483108461
598;2010/04/19 12:00:000;119,01;121,86;118,47;121,81;172252300;2,3254930517519052;6158,6;6287,54;6140,38;6259,53;46206500;1,6255623433372324
599;2010/04/26 12:00:000;121,85;122,12;118,25;118,81;252752100;-2,5265201601019136;6317,13;6341,52;6024,01;6135,7;60575600;-2,9140820010228294
600;2010/05/03 12:00:000;119,38;120,68;105,0;111,26;431397900;-7,044187809335653;6122,76;6197,0;5655,18;5715,09;67078200;-6,890293010102701
601;2010/05/10 12:00:000;115,81;117,68;112,87;113,89;305934000;-1,6717846910026553;5814,41;6276,8;5805,98;6056,71;53260900;4,082742927874849
602;2010/05/17 12:00:000;114,2;115,22;105,36;109,11;422473400;-4,559474955490254;6029,91;6181,26;5689,18;5829,25;61252500;-3,384373810761
603;2010/05/24 12:00:000;108,52;110,8;104,38;109,37;322970300;0,7802141556403595;5858,45;5980,78;5607,68;5946,18;41141400;1,4863933087954768
606;2010/06/07 12:00:000;107,2;109,75;104,65;109,68;284485100;2,2870786617357437;5876,48;6089,43;5798,76;6047,83;37243900;2,8741586817962284
607;2010/06/14 12:00:000;110,52;112,42;109,4;111,73;219806200;1,088874650403088;6113,46;6256,55;6089,32;6216,98;45635900;1,6791360612506139
608;2010/06/21 12:00:000;113,12;113,2;106,77;107,87;242877200;-4,752240376092493;6320,41;6330,81;6039,56;6070,6;27535500;-4,032663249843383
609;2010/06/28 12:00:000;108,03;108,32;101,13;102,2;288655900;-5,547728855928949;6097,37;6168,99;5827,25;5834,15;30229500;-4,4128948205184
612;2010/07/12 12:00:000;107,6;110,09;106,45;106,66;208753500;-0,8774442555227897;6079,95;6248,07;6018,64;6040,27;30212400;-0,654775932567583
613;2010/07/19 12:00:000;107,05;110,57;105,82;110,41;241240100;3,090469441535383;6034,87;6190,24;5906,04;6166,34;25267500;2,155115573336556
614;2010/07/26 12:00:000;110,6;112,29;108,98;110,27;198515400;-0,2988185317647267;6201,02;6253,64;6059,19;6147,97;30329800;-0,8591848619993708
615;2010/08/02 12:00:000;111,99;113,11;110,92;112,39;174658800;0,35653839355736905;6187,64;6386,97;6182,68;6259,63;31654500;1,1567324032437412
616;2010/08/09 12:00:000;112,92;113,18;107,6;108,31;207072900;-4,16821175376428;6326,62;6356,41;6068,82;6110,41;26741600;-3,4772254259162243
